Data from: 16/5/18:
A,Compositae,Aganippea,U,
A,Orchidaceae,Aganisia,A,
A,Apocynaceae,Aganonerion,A,
A,Leguminosae,Aganope,A,
A,Apocynaceae,Aganosma,A,
A,Amaryllidaceae,Agapanthus,A,
A,Ericaceae,Agapetes,A,
A,Ericaceae,Agarista,A,
A,Lamiaceae,Agastache,A,
A,Proteaceae,Agastachys,A,
A,Clusiaceae,Agasthiyamalaia,A,
A,Apiaceae,Agasyllis,A,
A,Violaceae,Agatea,A,
A,Compositae,Agathaea,U,
A,Scrophulariaceae,Agathelpis,A,
G,Araucariaceae,Agathis,A,
A,Rubiaceae,Agathisanthemum,A,
A,Amaranthaceae,Agathophora,A,
A,Lauraceae,Agathophyllum,U,
A,Rutaceae,Agathosma,A,
A,Gentianaceae,Agathotes,U,
A,Compositae,Agathyrsus,U,
A,Leguminosae,Agati,U,
A,Violaceae,Agation,U,
A,Ericaceae,Agauria,A,
A,Asparagaceae,Agave,A,
A,Phytolaccaceae,Agdestis,A,
A,Connaraceae,Agelaea,A,
A,Loranthaceae,Agelanthus,A,
A,Poaceae,Agenium,A,
A,Compositae,Ageratella,A,
A,Compositae,Ageratina,A,
A,Compositae,Ageratinastrum,A,
A,Compositae,Ageratum,A,
A,Aquifoliaceae,Ageria,U,
A,Compositae,Agiabampoa,U,
A,Zygophyllaceae,Agialida,U,
A,Brassicaceae,Agianthus,A,
A,Meliaceae,Aglaia,A,
A,Araceae,Aglaodorum,A,
P,Polypodiaceae,Aglaomorpha,A,
P,Polypodiaceae,Aglaonaria,U,
A,Araceae,Aglaonema,A,
A,Amaryllidaceae,Aglitheis,U,
A,Orchidaceae,Aglossorrhyncha,A,
A,Poaceae,Agnesia,A,
A,Aizoaceae,Agnirictus,U,
A,Compositae,Agnorhiza,A,
A,Opiliaceae,Agonandra,A,
A,Myrtaceae,Agonis,A,
A,Compositae,Agoseris,A,
A,Rubiaceae,Agouticarpa,A,
A,Poaceae,Agraulus,U,
A,Iridaceae,Agretta,U,
A,Compositae,Agrianthus,A,
A,Rosaceae,Agrimonia,A,
A,Amaranthaceae,Agriophyllum,A,
A,Compositae,Agriphyllum,U,
A,Apiaceae,Agrocharis,A,
A,Poaceae,Agroelymus,A,
A,Poaceae,Agrohordeum,A,
A,Poaceae,Agropogon,A,
A,Poaceae,Agropogon,U,
A,Poaceae,Agropyrohordeum,U,
A,Poaceae,Agropyron,A,
A,Poaceae,Agropyropsis,A,
A,Poaceae,Agrositanion,A,
A,Caryophyllaceae,Agrostemma,A,
A,Poaceae,Agrostis,A,
A,Euphorbiaceae,Agrostistachys,A,
A,Xanthorrhoeaceae,Agrostocrinum,A,
A,Orchidaceae,Agrostophyllum,A,
A,Poaceae,Agrostopoa,A,
A,Poaceae,Agrotrigia,A,
A,Poaceae,Agrotriticum,U,
A,Malvaceae,Aguiaria,A,
A,Phyllanthaceae,Agyneia,U,
A,Salicaceae,Ahernia,A,
A,Apocynaceae,Ahouai,U,
A,Cucurbitaceae,Ahzolia,U,
A,Crassulaceae,Aichryson,A,
A,Amaryllidaceae,Aidema,U,
A,Rubiaceae,Aidia,A,
A,Rubiaceae,Aidiopsis,A,
A,Simaroubaceae,Ailanthus,A,
A,Meliaceae,Ailantopsis,U,
A,Leguminosae,Ailuroschia,U,
A,Compositae,Aimorra,U,
A,Compositae,Ainsliaea,A,
A,Compositae,Ainsliea,U,
A,Apiaceae,Ainsworthia,A,
A,Lauraceae,Aiouea,A,
A,Arecaceae,Aiphanes,A,
A,Poaceae,Aira,A,
A,Cactaceae,Airampoa,A,
A,Poaceae,Airochloa,U,
A,Poaceae,Airopsis,A,
A,Rubiaceae,Airosperma,A,
A,Leguminosae,Airyantha,A,
A,Cunoniaceae,Aistopetalum,A,
B,Targioniaceae,Aitchisoniella,U,
A,Aizoaceae,Aizoanthemum,A,
A,Brassicaceae,Aizodraba,U,
A,Aizoaceae,Aizoon,A,
A,Crassulaceae,Aizopsis,U,
A,Compositae,Ajania,A,
A,Compositae,Ajaniopsis,A,
A,Lamiaceae,Ajuga,A,
A,Lamiaceae,Ajugoides,A,
A,Akaniaceae,Akania,A,
A,Compositae,Akeassia,A,
A,Lardizabalaceae,Akebia,A,
A,Malvaceae,Akrosida,A,
A,Leguminosae,Akschindlium,A,
A,Apocynaceae,Alafia,A,
A,Gesneriaceae,Alagophylla,U,
A,Orchidaceae,Alamania,A,
A,Cornaceae,Alangium,A,
A,Boryaceae,Alania,A,
P,Polypodiaceae,Alansmia,A,
A,Leguminosae,Alantsilodendron,A,
A,Rhamnaceae,Alaternus,U,
A,Orchidaceae,Alaticaulia,U,
A,Orchidaceae,Alatiliparis,A,
A,Compositae,Alatoseta,A,
A,Rubiaceae,Alberta,A,
A,Apiaceae,Albertia,U,
A,Compositae,Albertinia,A,
A,Menispermaceae,Albertisia,A,
A,Phytolaccaceae,Albertokuntzea,U,
A,Alismataceae,Albidella,A,
A,Leguminosae,Albizia,A,
A,Apiaceae,Albovia,U,
A,Compositae,Alboviodoxa,A,
A,Moraceae,Albrandia,U,
A,Plantaginaceae,Albraunia,A,
A,Asparagaceae,Albuca,A,
A,Asparagaceae,Albugoides,U,
A,Malvaceae,Alcalthaea,U,
A,Bromeliaceae,Alcantarea,A,
A,Malvaceae,Alcea,A,
A,Rosaceae,Alchemilla,A,
A,Euphorbiaceae,Alchornea,A,
A,Euphorbiaceae,Alchorneopsis,A,
P,Polypodiaceae,Alcicornium,A,
A,Compositae,Aldama,A,
A,Leguminosae,Aldina,A,
A,Droseraceae,Aldrovanda,A,
A,Orobanchaceae,Alectorolophus,U,
A,Orobanchaceae,Alectra,A,
A,Sapindaceae,Alectryon,A,
A,Rubiaceae,Aleisanthia,A,
A,Rubiaceae,Aleisanthiopsis,A,
A,Apiaceae,Alepidea,A,
A,Compositae,Alepidocline,A,
A,Loranthaceae,Alepis,A,
A,Centrolepidaceae,Alepyrum,U,
A,Apiaceae,Aletes,A,
A,Nartheciaceae,Aletris,A,
A,Euphorbiaceae,Aleurites,A,
A,Primulaceae,Aleuritia,U,
P,Pteridaceae,Aleuritopteris,A,
A,Leguminosae,Alexa,A,
A,Ranunculaceae,Alexeya,U,
A,Poaceae,Alexfloydia,A,
A,Restionaceae,Alexgeorgea,A,
A,Apocynaceae,Alexitoxicon,U,
A,Juglandaceae,Alfaroa,A,
A,Juglandaceae,Alfaropsis,U,
A,Compositae,Alfredia,A,
B,Pottiaceae,Algaria,A,
A,Euphorbiaceae,Algernonia,A,
A,Myrtaceae,Algrizea,A,
A,Lamiaceae,Alguelagum,U,
A,Leguminosae,Alhagi,A,
A,Rubiaceae,Alibertia,A,
A,Solanaceae,Alibrexia,U,
A,Solanaceae,Alicabon,U,
A,Malpighiaceae,Alicia,A,
A,Polemoniaceae,Aliciella,A,
A,Compositae,Aliconia,U,
B,Jungermanniaceae,Alicularia,A,
A,Compositae,Aliella,A,
A,Melastomataceae,Alifana,U,
A,Caryophyllaceae,Alifiola,U,
A,Caprifoliaceae,Aligera,U,
B,Grimmiaceae,Aligrimmia,A,
A,Cyperaceae,Alinula,A,
A,Gentianaceae,Aliopsis,A,
A,Alismataceae,Alisma,A,
A,Orchidaceae,Alismorchis,A,
A,Leguminosae,Alistilus,A,
